ID,Category,Feature
484,DESIGNER,"Visual Designer | 9 Years Experience | Design Thinking | Information Architecture. Core competencies: Design Thinking, Information Architecture, Prototyping, UX Writing, Accessibility, Wireframing, WCAG, Design Systems. Conducted 95 user interviews leading to 7% improvement in task completion. Reduced customer support tickets by 35% through UX improvements. Redesigned onboarding flow increasing user activation by 95%. BSc Civil Engineering."
485,DESIGNER,"Brand Designer with 12+ years of experience. Skills: Photoshop, Branding, Color Theory, Adobe XD, InDesign, Illustrator, Premiere Pro, User Research, Typography. Reduced customer support tickets by 15% through UX improvements. Conducted 90 user interviews leading to 10% improvement in task completion. Delivered brand identity for 15 clients across 10 industries. Redesigned onboarding flow increasing user activation by 25%. Education: Master's in Finance."
486,DESIGNER,"UX Researcher | 4 Years Experience | Figma | Sketch. Core competencies: Branding, Sketch, Design Systems, User Journeys, Adobe XD, Prototyping, Figma, Wireframing, Accessibility. Conducted 90 user interviews leading to 50% improvement in task completion. Improved app store rating from 6.2 to 5.6 through UX redesign. Bachelor's in Business."
487,DESIGNER,"Professional Brand Designer — 11 years experience. Technical expertise: Photoshop, Branding, Color Theory, Motion Graphics, UX Writing, Premiere Pro, InDesign, Typography, Illustrator. Key achievements: Conducted 90 user interviews leading to 5% improvement in task completion. Delivered brand identity for 30 clients across 6 industries. Created design system with 80+ reusable components adopted by 10 teams. Improved app store rating from 3.2 to 5.7 through UX redesign. Master's in Education."
488,DESIGNER,"Motion Designer with 7+ years of experience. Skills: Storyboarding, Usability Testing, Motion Graphics, Premiere Pro, Figma, Animation, A/B Testing, After Effects. Delivered brand identity for 40 clients across 4 industries. Improved app store rating from 12.2 to 5.7 through UX redesign. Education: Master's in Engineering."
489,DESIGNER,"Product Designer | 5 Years Experience | Figma | Sketch. Core competencies: Sketch, Prototyping, UX Writing, Personas, Figma, Adobe XD, Design Systems, Branding, Wireframing. Created design system with 85+ reusable components adopted by 10 teams. Delivered brand identity for 80 clients across 6 industries. Improved app store rating from 3.1 to 4.3 through UX redesign. Conducted 70 user interviews leading to 100% improvement in task completion. Bachelor's in Computer Science."
490,DESIGNER,"Motion Designer with 2+ years of experience. Skills: Adobe XD, Design Systems, Sketch, Figma, Storyboarding, Premiere Pro, User Journeys, Wireframing, Prototyping. Redesigned onboarding flow increasing user activation by 80%. Created design system with 50+ reusable components adopted by 6 teams. Delivered brand identity for 80 clients across 6 industries. Conducted 45 user interviews leading to 50% improvement in task completion. Education: Master's in Business Administration."
491,DESIGNER,"Interaction Designer | 11 Years Experience | Figma | Sketch. Core competencies: Sketch, Wireframing, Figma, WCAG, UX Writing, Animation, Prototyping, Adobe XD, Design Systems. Delivered brand identity for 40 clients across 100 industries. Improved app store rating from 24.2 to 5.7 through UX redesign. Created design system with 85+ reusable components adopted by 15 teams. Bachelor's in Arts."
492,DESIGNER,"Motion Designer | 10 Years Experience | After Effects | Premiere Pro. Core competencies: After Effects, Design Systems, Animation, Information Architecture, Motion Graphics, UX Writing, Premiere Pro, Storyboarding. Redesigned onboarding flow increasing user activation by 95%. Improved app store rating from 24.4 to 5.8 through UX redesign. Bachelor's in Computer Science."
493,DESIGNER,"Experienced Motion Designer specialising in Figma, Sketch, Adobe XD. 1 years in the industry. Improved app store rating from 24.5 to 4.3 through UX redesign. Reduced customer support tickets by 35% through UX improvements. Proficient in Design Systems, Branding, Prototyping, Figma, Wireframing, Adobe XD, WCAG, A/B Testing, Sketch. BSc Nursing."
494,DESIGNER,"Product Designer with 1+ years of experience. Skills: WCAG, UX Writing, Animation, Accessibility, Prototyping, Information Architecture, Storyboarding, Design Thinking. Created design system with 30+ reusable components adopted by 50 teams. Delivered brand identity for 40 clients across 7 industries. Reduced customer support tickets by 20% through UX improvements. Education: Master's in Data Science."
495,DESIGNER,"Product Designer | 4 Years Experience | After Effects | Premiere Pro. Core competencies: Design Thinking, Accessibility, Storyboarding, Animation, Sketch, Motion Graphics, Premiere Pro, After Effects. Created design system with 20+ reusable components adopted by 12 teams. Conducted 70 user interviews leading to 2% improvement in task completion. Master's in Business Administration."
496,DESIGNER,"Interaction Designer | 6 Years Experience | Photoshop | Illustrator. Core competencies: InDesign, User Research, Sketch, Typography, Wireframing, Branding, Illustrator, Photoshop, Color Theory. Delivered brand identity for 60 clients across 10 industries. Improved app store rating from 18.2 to 5.5 through UX redesign. Redesigned onboarding flow increasing user activation by 50%. BSc Civil Engineering."
497,DESIGNER,"Professional UI/UX Designer — 8 years experience. Technical expertise: Accessibility, Sketch, Wireframing, WCAG, Design Thinking, Information Architecture, UX Writing, User Research. Key achievements: Created design system with 15+ reusable components adopted by 5 teams. Conducted 45 user interviews leading to 25% improvement in task completion. Reduced customer support tickets by 15% through UX improvements. Bachelor's in Business."
498,DESIGNER,"Professional UI/UX Designer — 6 years experience. Technical expertise: Usability Testing, WCAG, Illustrator, User Research, Accessibility, User Journeys, Personas, A/B Testing. Key achievements: Conducted 30 user interviews leading to 10% improvement in task completion. Delivered brand identity for 85 clients across 6 industries. Master's in Data Science."
499,DESIGNER,"Product Designer with 6+ years of experience. Skills: Design Systems, Figma, WCAG, Adobe XD, Motion Graphics, Wireframing, Storyboarding, Prototyping, Sketch. Conducted 15 user interviews leading to 5% improvement in task completion. Created design system with 15+ reusable components adopted by 10 teams. Education: Bachelor's in Economics."
500,DESIGNER,"Interaction Designer | 7 Years Experience | Design Thinking | Information Architecture. Core competencies: User Research, UX Writing, Accessibility, User Journeys, WCAG, Figma, Information Architecture, Design Thinking. Redesigned onboarding flow increasing user activation by 90%. Conducted 35 user interviews leading to 30% improvement in task completion. Improved app store rating from 24.5 to 5.8 through UX redesign. Delivered brand identity for 45 clients across 30 industries. Master's in Finance."
501,DESIGNER,"Interaction Designer | 7 Years Experience | Photoshop | Illustrator. Core competencies: Animation, Branding, Color Theory, InDesign, Usability Testing, Illustrator, Photoshop, Wireframing, Typography. Delivered brand identity for 40 clients across 6 industries. Conducted 35 user interviews leading to 15% improvement in task completion. Bachelor's in Computer Science."
502,DESIGNER,"UI/UX Designer with 1+ years of experience. Skills: User Journeys, Motion Graphics, Premiere Pro, Color Theory, Storyboarding, After Effects, WCAG, Animation. Reduced customer support tickets by 35% through UX improvements. Created design system with 50+ reusable components adopted by 4 teams. Education: Bachelor's in Economics."
503,DESIGNER,"Graphic Designer with 8+ years of experience. Skills: Sketch, Information Architecture, Typography, UX Writing, Accessibility, Premiere Pro, Design Thinking, WCAG. Improved app store rating from 18.4 to 4.6 through UX redesign. Redesigned onboarding flow increasing user activation by 20%. Created design system with 95+ reusable components adopted by 20 teams. Reduced customer support tickets by 25% through UX improvements. Education: Master's in Finance."
504,DESIGNER,"Graphic Designer | 1 Years Experience | User Research | Usability Testing. Core competencies: User Journeys, Branding, User Research, Wireframing, A/B Testing, Information Architecture, Personas, Usability Testing. Redesigned onboarding flow increasing user activation by 20%. Created design system with 85+ reusable components adopted by 3 teams. Reduced customer support tickets by 50% through UX improvements. Conducted 35 user interviews leading to 5% improvement in task completion. Bachelor's in Engineering."
505,DESIGNER,"Experienced Brand Designer specialising in Figma, Sketch, Adobe XD. 12 years in the industry. Created design system with 70+ reusable components adopted by 50 teams. Reduced customer support tickets by 45% through UX improvements. Delivered brand identity for 35 clients across 7 industries. Redesigned onboarding flow increasing user activation by 45%. Proficient in Animation, Motion Graphics, Prototyping, Adobe XD, Figma, Usability Testing, Wireframing, Design Systems, Sketch. Bachelor's in Computer Science."
506,DESIGNER,"Product Designer with 5+ years of experience. Skills: Design Thinking, Motion Graphics, Storyboarding, Premiere Pro, Prototyping, Animation, User Journeys, After Effects. Delivered brand identity for 25 clients across 8 industries. Reduced customer support tickets by 35% through UX improvements. Improved app store rating from 24.3 to 5.5 through UX redesign. Created design system with 80+ reusable components adopted by 10 teams. Education: BSc Finance."
507,DESIGNER,"Graphic Designer with 10+ years of experience. Skills: Accessibility, Prototyping, Figma, Adobe XD, Animation, Wireframing, Sketch, After Effects, Design Systems. Reduced customer support tickets by 70% through UX improvements. Conducted 40 user interviews leading to 8% improvement in task completion. Redesigned onboarding flow increasing user activation by 95%. Education: Master's in Education."
508,DESIGNER,"Professional Brand Designer — 3 years experience. Technical expertise: Prototyping, User Research, User Journeys, Personas, A/B Testing, Branding, Usability Testing, InDesign. Key achievements: Improved app store rating from 6.5 to 4.2 through UX redesign. Conducted 70 user interviews leading to 100% improvement in task completion. Bachelor's in Finance."
509,DESIGNER,"Experienced Motion Designer specialising in After Effects, Premiere Pro, Motion Graphics. 9 years in the industry. Improved app store rating from 24.2 to 4.4 through UX redesign. Redesigned onboarding flow increasing user activation by 25%. Conducted 85 user interviews leading to 12% improvement in task completion. Proficient in Branding, Storyboarding, After Effects, Motion Graphics, Wireframing, A/B Testing, Animation, Premiere Pro. Master's in Business Administration."
510,DESIGNER,"Experienced UI/UX Designer specialising in Figma, Sketch, Adobe XD. 4 years in the industry. Created design system with 60+ reusable components adopted by 50 teams. Improved app store rating from 18.5 to 4.7 through UX redesign. Redesigned onboarding flow increasing user activation by 25%. Proficient in Figma, Accessibility, Adobe XD, Design Systems, Typography, Sketch, Premiere Pro, Wireframing, Prototyping. Master's in Data Science."
511,DESIGNER,"Experienced Interaction Designer specialising in Photoshop, Illustrator, InDesign. 5 years in the industry. Conducted 20 user interviews leading to 4% improvement in task completion. Created design system with 85+ reusable components adopted by 8 teams. Reduced customer support tickets by 90% through UX improvements. Proficient in Branding, Storyboarding, Typography, Color Theory, Illustrator, Photoshop, InDesign, UX Writing, Premiere Pro. Master's in Business Administration."
512,DESIGNER,"Experienced Motion Designer specialising in Figma, Sketch, Adobe XD. 9 years in the industry. Created design system with 50+ reusable components adopted by 8 teams. Conducted 30 user interviews leading to 30% improvement in task completion. Redesigned onboarding flow increasing user activation by 70%. Improved app store rating from 9.3 to 4.7 through UX redesign. Proficient in Design Systems, Wireframing, Sketch, Figma, Adobe XD, UX Writing, Prototyping, A/B Testing, Personas. Master's in Education."
513,DESIGNER,"Graphic Designer | 7 Years Experience | Design Thinking | Information Architecture. Core competencies: Branding, Accessibility, Design Thinking, Design Systems, UX Writing, Information Architecture, WCAG, Illustrator. Delivered brand identity for 60 clients across 8 industries. Redesigned onboarding flow increasing user activation by 35%. BSc Nursing."
514,DESIGNER,"Graphic Designer | 2 Years Experience | User Research | Usability Testing. Core competencies: A/B Testing, User Journeys, Premiere Pro, Usability Testing, Storyboarding, Personas, Adobe XD, User Research. Delivered brand identity for 90 clients across 7 industries. Conducted 35 user interviews leading to 10% improvement in task completion. Master's in Engineering."
515,DESIGNER,"Experienced Product Designer specialising in Photoshop, Illustrator, InDesign. 7 years in the industry. Created design system with 45+ reusable components adopted by 30 teams. Delivered brand identity for 70 clients across 3 industries. Redesigned onboarding flow increasing user activation by 90%. Proficient in InDesign, Color Theory, Illustrator, Typography, Information Architecture, Photoshop, A/B Testing, Branding, Storyboarding. Bachelor's in Finance."
516,DESIGNER,"Motion Designer with 8+ years of experience. Skills: Information Architecture, Personas, Design Thinking, UX Writing, Premiere Pro, WCAG, Accessibility, Illustrator. Improved app store rating from 9.2 to 5.6 through UX redesign. Delivered brand identity for 50 clients across 7 industries. Reduced customer support tickets by 85% through UX improvements. Education: Bachelor's in Finance."
517,DESIGNER,"Professional Graphic Designer — 12 years experience. Technical expertise: Design Systems, UX Writing, Accessibility, Photoshop, Prototyping, WCAG, Design Thinking, Information Architecture. Key achievements: Improved app store rating from 3.3 to 4.5 through UX redesign. Delivered brand identity for 35 clients across 25 industries. Bachelor's in Engineering."
518,DESIGNER,"Experienced Visual Designer specialising in Design Thinking, Information Architecture, Accessibility. 12 years in the industry. Conducted 25 user interviews leading to 4% improvement in task completion. Reduced customer support tickets by 85% through UX improvements. Proficient in UX Writing, Personas, Design Thinking, Color Theory, Accessibility, Information Architecture, WCAG, Motion Graphics. Master's in Business Administration."
519,DESIGNER,"Product Designer | 11 Years Experience | User Research | Usability Testing. Core competencies: Color Theory, Illustrator, Personas, User Journeys, Design Thinking, A/B Testing, Usability Testing, User Research. Delivered brand identity for 60 clients across 12 industries. Reduced customer support tickets by 25% through UX improvements. Conducted 35 user interviews leading to 15% improvement in task completion. Master's in Education."
520,DESIGNER,"Professional Visual Designer — 1 years experience. Technical expertise: Illustrator, Typography, Usability Testing, Color Theory, User Research, Photoshop, Branding, Adobe XD, InDesign. Key achievements: Reduced customer support tickets by 35% through UX improvements. Improved app store rating from 30.4 to 5.4 through UX redesign. Delivered brand identity for 35 clients across 50 industries. Created design system with 95+ reusable components adopted by 5 teams. Master's in Education."
521,DESIGNER,"Product Designer with 7+ years of experience. Skills: Information Architecture, UX Writing, Design Thinking, Design Systems, Accessibility, WCAG, Color Theory, Animation. Conducted 30 user interviews leading to 10% improvement in task completion. Created design system with 70+ reusable components adopted by 6 teams. Redesigned onboarding flow increasing user activation by 60%. Education: Master's in Finance."
522,DESIGNER,"Professional Interaction Designer — 11 years experience. Technical expertise: A/B Testing, Sketch, Personas, User Research, Information Architecture, Usability Testing, User Journeys, Figma. Key achievements: Delivered brand identity for 85 clients across 25 industries. Created design system with 95+ reusable components adopted by 50 teams. Bachelor's in Arts."
523,DESIGNER,"Professional Visual Designer — 12 years experience. Technical expertise: Information Architecture, Storyboarding, Accessibility, Typography, WCAG, Design Thinking, UX Writing, Figma. Key achievements: Created design system with 25+ reusable components adopted by 25 teams. Delivered brand identity for 15 clients across 6 industries. Master's in Business Administration."
524,DESIGNER,"Professional Product Designer — 8 years experience. Technical expertise: A/B Testing, Personas, User Journeys, Adobe XD, User Research, Information Architecture, Motion Graphics, Usability Testing. Key achievements: Redesigned onboarding flow increasing user activation by 80%. Created design system with 95+ reusable components adopted by 20 teams. Bachelor's in Business."
525,DESIGNER,"Professional Graphic Designer — 6 years experience. Technical expertise: UX Writing, Design Thinking, Illustrator, Photoshop, Usability Testing, Accessibility, Information Architecture, WCAG. Key achievements: Conducted 40 user interviews leading to 30% improvement in task completion. Delivered brand identity for 80 clients across 20 industries. Improved app store rating from 6.5 to 4.7 through UX redesign. Bachelor's in Finance."
526,DESIGNER,"Interaction Designer | 9 Years Experience | Figma | Sketch. Core competencies: Adobe XD, Design Systems, User Research, Prototyping, Sketch, UX Writing, A/B Testing, Figma, Wireframing. Conducted 70 user interviews leading to 100% improvement in task completion. Improved app store rating from 3.2 to 5.5 through UX redesign. Reduced customer support tickets by 40% through UX improvements. Delivered brand identity for 35 clients across 4 industries. Master's in Engineering."
527,DESIGNER,"Experienced Motion Designer specialising in After Effects, Premiere Pro, Motion Graphics. 4 years in the industry. Reduced customer support tickets by 70% through UX improvements. Conducted 70 user interviews leading to 25% improvement in task completion. Improved app store rating from 30.1 to 4.4 through UX redesign. Proficient in Premiere Pro, Storyboarding, Color Theory, After Effects, Motion Graphics, Animation, InDesign, Accessibility. Master's in Finance."
528,DESIGNER,"Experienced UX Researcher specialising in Figma, Sketch, Adobe XD. 11 years in the industry. Improved app store rating from 9.1 to 5.3 through UX redesign. Delivered brand identity for 40 clients across 3 industries. Proficient in Color Theory, Adobe XD, Figma, Prototyping, Design Systems, Typography, User Research, Sketch, Wireframing. Master's in Engineering."
529,DESIGNER,"Professional Product Designer — 3 years experience. Technical expertise: Typography, Motion Graphics, Premiere Pro, After Effects, User Research, Animation, Storyboarding, Wireframing. Key achievements: Improved app store rating from 30.2 to 5.4 through UX redesign. Delivered brand identity for 40 clients across 12 industries. Redesigned onboarding flow increasing user activation by 80%. Reduced customer support tickets by 30% through UX improvements. Bachelor's in Arts."
530,DESIGNER,"Interaction Designer | 11 Years Experience | After Effects | Premiere Pro. Core competencies: InDesign, User Journeys, Sketch, After Effects, Storyboarding, Animation, Premiere Pro, Motion Graphics. Improved app store rating from 3.2 to 5.3 through UX redesign. Redesigned onboarding flow increasing user activation by 70%. Reduced customer support tickets by 80% through UX improvements. BSc Computer Science."
531,DESIGNER,"Professional Brand Designer — 12 years experience. Technical expertise: Premiere Pro, Color Theory, Typography, After Effects, Design Thinking, Storyboarding, Animation, Motion Graphics. Key achievements: Improved app store rating from 30.5 to 5.5 through UX redesign. Delivered brand identity for 15 clients across 10 industries. Conducted 50 user interviews leading to 10% improvement in task completion. Bachelor's in Finance."
532,DESIGNER,"Graphic Designer with 6+ years of experience. Skills: A/B Testing, User Journeys, Usability Testing, Figma, Motion Graphics, User Research, Premiere Pro, Personas. Improved app store rating from 3.2 to 4.7 through UX redesign. Reduced customer support tickets by 50% through UX improvements. Created design system with 70+ reusable components adopted by 5 teams. Redesigned onboarding flow increasing user activation by 20%. Education: BSc Nursing."
533,DESIGNER,"Brand Designer | 7 Years Experience | User Research | Usability Testing. Core competencies: Personas, After Effects, A/B Testing, Design Systems, User Research, User Journeys, Figma, Usability Testing. Delivered brand identity for 85 clients across 30 industries. Improved app store rating from 12.3 to 4.4 through UX redesign. Created design system with 60+ reusable components adopted by 20 teams. Bachelor's in Arts."
534,DESIGNER,"Visual Designer | 7 Years Experience | Figma | Sketch. Core competencies: WCAG, Prototyping, Wireframing, Adobe XD, Figma, Typography, A/B Testing, Sketch, Design Systems. Conducted 45 user interviews leading to 20% improvement in task completion. Delivered brand identity for 60 clients across 2 industries. Reduced customer support tickets by 95% through UX improvements. Improved app store rating from 6.4 to 5.5 through UX redesign. BSc Computer Science."
535,DESIGNER,"Professional Brand Designer — 4 years experience. Technical expertise: Design Thinking, Wireframing, Adobe XD, Sketch, Figma, Prototyping, User Journeys, After Effects, Design Systems. Key achievements: Conducted 90 user interviews leading to 2% improvement in task completion. Delivered brand identity for 45 clients across 100 industries. Reduced customer support tickets by 95% through UX improvements. Created design system with 20+ reusable components adopted by 15 teams. Master's in Engineering."
536,DESIGNER,"Experienced Visual Designer specialising in After Effects, Premiere Pro, Motion Graphics. 10 years in the industry. Reduced customer support tickets by 25% through UX improvements. Conducted 15 user interviews leading to 12% improvement in task completion. Improved app store rating from 3.4 to 5.5 through UX redesign. Proficient in Storyboarding, Color Theory, After Effects, Animation, Motion Graphics, Typography, InDesign, Premiere Pro. BSc Computer Science."
537,DESIGNER,"Experienced Graphic Designer specialising in Design Thinking, Information Architecture, Accessibility. 10 years in the industry. Redesigned onboarding flow increasing user activation by 70%. Conducted 25 user interviews leading to 10% improvement in task completion. Improved app store rating from 6.3 to 4.4 through UX redesign. Delivered brand identity for 20 clients across 100 industries. Proficient in Personas, WCAG, Motion Graphics, Information Architecture, UX Writing, Accessibility, Design Thinking, Adobe XD. Bachelor's in Computer Science."
538,DESIGNER,"UX Researcher with 11+ years of experience. Skills: Information Architecture, Motion Graphics, Accessibility, UX Writing, Design Thinking, Prototyping, Typography, WCAG. Improved app store rating from 12.3 to 4.7 through UX redesign. Reduced customer support tickets by 90% through UX improvements. Delivered brand identity for 50 clients across 50 industries. Created design system with 45+ reusable components adopted by 50 teams. Education: Master's in Education."
539,DESIGNER,"Product Designer with 5+ years of experience. Skills: InDesign, Photoshop, Typography, Prototyping, Branding, Design Systems, Illustrator, Color Theory, Accessibility. Improved app store rating from 30.2 to 5.4 through UX redesign. Redesigned onboarding flow increasing user activation by 35%. Reduced customer support tickets by 35% through UX improvements. Education: Master's in Data Science."
540,DESIGNER,"Visual Designer | 10 Years Experience | User Research | Usability Testing. Core competencies: Usability Testing, Design Systems, User Research, A/B Testing, Branding, Color Theory, User Journeys, Personas. Delivered brand identity for 95 clients across 8 industries. Conducted 30 user interviews leading to 15% improvement in task completion. Master's in Education."
541,DESIGNER,"Graphic Designer with 11+ years of experience. Skills: A/B Testing, Personas, User Research, Storyboarding, Usability Testing, Information Architecture, User Journeys, Wireframing. Redesigned onboarding flow increasing user activation by 30%. Improved app store rating from 24.1 to 4.4 through UX redesign. Conducted 50 user interviews leading to 10% improvement in task completion. Education: Master's in Finance."
542,DESIGNER,"Brand Designer with 2+ years of experience. Skills: Accessibility, Design Thinking, WCAG, InDesign, Information Architecture, After Effects, UX Writing, Adobe XD. Improved app store rating from 6.1 to 5.6 through UX redesign. Created design system with 35+ reusable components adopted by 3 teams. Delivered brand identity for 60 clients across 6 industries. Conducted 70 user interviews leading to 30% improvement in task completion. Education: BSc Accounting."
543,DESIGNER,"Visual Designer | 2 Years Experience | After Effects | Premiere Pro. Core competencies: Motion Graphics, After Effects, A/B Testing, Animation, User Journeys, Adobe XD, Storyboarding, Premiere Pro. Reduced customer support tickets by 30% through UX improvements. Redesigned onboarding flow increasing user activation by 35%. Improved app store rating from 9.5 to 5.6 through UX redesign. Conducted 35 user interviews leading to 20% improvement in task completion. Master's in Education."
544,DESIGNER,"Experienced Product Designer specialising in Photoshop, Illustrator, InDesign. 8 years in the industry. Improved app store rating from 3.2 to 4.4 through UX redesign. Delivered brand identity for 60 clients across 6 industries. Created design system with 80+ reusable components adopted by 6 teams. Proficient in Typography, Figma, Color Theory, Design Thinking, Branding, Photoshop, Illustrator, InDesign, Personas. Bachelor's in Computer Science."
545,DESIGNER,"Professional Graphic Designer — 9 years experience. Technical expertise: Accessibility, User Research, WCAG, Animation, User Journeys, A/B Testing, Usability Testing, Personas. Key achievements: Conducted 50 user interviews leading to 6% improvement in task completion. Improved app store rating from 30.4 to 4.5 through UX redesign. Delivered brand identity for 40 clients across 20 industries. Bachelor's in Engineering."
546,DESIGNER,"Interaction Designer with 1+ years of experience. Skills: A/B Testing, User Research, Typography, After Effects, Personas, Usability Testing, Premiere Pro, User Journeys. Created design system with 40+ reusable components adopted by 25 teams. Improved app store rating from 12.4 to 4.4 through UX redesign. Education: Bachelor's in Economics."
547,DESIGNER,"UI/UX Designer with 5+ years of experience. Skills: Personas, Design Thinking, Color Theory, A/B Testing, User Research, Motion Graphics, User Journeys, Usability Testing. Created design system with 35+ reusable components adopted by 15 teams. Delivered brand identity for 30 clients across 7 industries. Education: Bachelor's in Economics."
548,DESIGNER,"Professional Brand Designer — 8 years experience. Technical expertise: User Research, Design Systems, Personas, Usability Testing, Photoshop, A/B Testing, Typography, User Journeys. Key achievements: Delivered brand identity for 20 clients across 20 industries. Redesigned onboarding flow increasing user activation by 50%. Created design system with 40+ reusable components adopted by 2 teams. Master's in Education."
549,DESIGNER,"Experienced Product Designer specialising in Figma, Sketch, Adobe XD. 10 years in the industry. Reduced customer support tickets by 80% through UX improvements. Improved app store rating from 24.4 to 4.5 through UX redesign. Created design system with 70+ reusable components adopted by 6 teams. Proficient in Branding, Design Systems, Figma, Information Architecture, InDesign, Prototyping, Wireframing, Sketch, Adobe XD. Master's in Data Science."
550,DESIGNER,"Experienced Interaction Designer specialising in Photoshop, Illustrator, InDesign. 10 years in the industry. Delivered brand identity for 95 clients across 2 industries. Improved app store rating from 9.2 to 4.3 through UX redesign. Proficient in Typography, Branding, Photoshop, Information Architecture, Animation, Personas, Illustrator, InDesign, Color Theory. Master's in Data Science."
551,DESIGNER,"Visual Designer with 1+ years of experience. Skills: A/B Testing, Personas, Prototyping, Motion Graphics, Usability Testing, Wireframing, User Journeys, User Research. Reduced customer support tickets by 90% through UX improvements. Created design system with 60+ reusable components adopted by 100 teams. Delivered brand identity for 90 clients across 5 industries. Education: Bachelor's in Engineering."
552,DESIGNER,"Brand Designer | 5 Years Experience | After Effects | Premiere Pro. Core competencies: Storyboarding, Motion Graphics, Premiere Pro, A/B Testing, Personas, Prototyping, Animation, After Effects. Redesigned onboarding flow increasing user activation by 30%. Reduced customer support tickets by 35% through UX improvements. Conducted 95 user interviews leading to 5% improvement in task completion. BSc Finance."
553,DESIGNER,"Experienced UI/UX Designer specialising in Figma, Sketch, Adobe XD. 10 years in the industry. Redesigned onboarding flow increasing user activation by 50%. Created design system with 35+ reusable components adopted by 15 teams. Improved app store rating from 12.1 to 4.5 through UX redesign. Proficient in Prototyping, Figma, After Effects, Design Systems, Wireframing, User Journeys, Sketch, User Research, Adobe XD. BSc Nursing."
554,DESIGNER,"Graphic Designer with 1+ years of experience. Skills: Usability Testing, Adobe XD, Figma, Wireframing, Design Systems, After Effects, Prototyping, InDesign, Sketch. Reduced customer support tickets by 25% through UX improvements. Improved app store rating from 3.4 to 5.7 through UX redesign. Conducted 95 user interviews leading to 50% improvement in task completion. Education: Bachelor's in Economics."
555,DESIGNER,"Product Designer | 5 Years Experience | After Effects | Premiere Pro. Core competencies: After Effects, Premiere Pro, Animation, Storyboarding, Illustrator, Prototyping, Accessibility, Motion Graphics. Delivered brand identity for 40 clients across 8 industries. Improved app store rating from 24.1 to 4.3 through UX redesign. Conducted 15 user interviews leading to 4% improvement in task completion. Redesigned onboarding flow increasing user activation by 45%. Master's in Data Science."
556,DESIGNER,"Professional Visual Designer — 10 years experience. Technical expertise: Animation, Premiere Pro, After Effects, Design Thinking, Motion Graphics, A/B Testing, InDesign, Storyboarding. Key achievements: Reduced customer support tickets by 80% through UX improvements. Delivered brand identity for 90 clients across 7 industries. Improved app store rating from 30.1 to 4.6 through UX redesign. Master's in Finance."
557,DESIGNER,"Professional UX Researcher — 9 years experience. Technical expertise: Motion Graphics, Storyboarding, Design Systems, After Effects, Personas, Adobe XD, Premiere Pro, Animation. Key achievements: Delivered brand identity for 40 clients across 12 industries. Created design system with 25+ reusable components adopted by 3 teams. Redesigned onboarding flow increasing user activation by 90%. Conducted 30 user interviews leading to 6% improvement in task completion. Master's in Engineering."
558,DESIGNER,"Experienced Graphic Designer specialising in User Research, Usability Testing, A/B Testing. 1 years in the industry. Created design system with 95+ reusable components adopted by 4 teams. Reduced customer support tickets by 25% through UX improvements. Proficient in A/B Testing, InDesign, User Journeys, User Research, Design Thinking, Adobe XD, Usability Testing, Personas. Master's in Business Administration."
559,DESIGNER,"Professional Motion Designer — 12 years experience. Technical expertise: Prototyping, Sketch, Design Systems, Typography, Figma, User Research, Accessibility, Wireframing, Adobe XD. Key achievements: Redesigned onboarding flow increasing user activation by 80%. Delivered brand identity for 20 clients across 100 industries. Reduced customer support tickets by 45% through UX improvements. Improved app store rating from 24.4 to 5.3 through UX redesign. BSc Computer Science."
560,DESIGNER,"Visual Designer with 12+ years of experience. Skills: After Effects, Premiere Pro, Animation, WCAG, Motion Graphics, Usability Testing, Sketch, Storyboarding. Improved app store rating from 3.4 to 4.6 through UX redesign. Conducted 50 user interviews leading to 5% improvement in task completion. Delivered brand identity for 90 clients across 50 industries. Education: BSc Computer Science."
561,DESIGNER,"Professional Product Designer — 2 years experience. Technical expertise: UX Writing, Information Architecture, Prototyping, Accessibility, Design Thinking, WCAG, Color Theory, Illustrator. Key achievements: Delivered brand identity for 45 clients across 50 industries. Improved app store rating from 3.3 to 4.4 through UX redesign. Redesigned onboarding flow increasing user activation by 45%. Bachelor's in Arts."
562,DESIGNER,"Professional UX Researcher — 6 years experience. Technical expertise: Wireframing, Figma, Animation, Sketch, Adobe XD, Prototyping, A/B Testing, Design Systems, Color Theory. Key achievements: Conducted 40 user interviews leading to 50% improvement in task completion. Delivered brand identity for 45 clients across 7 industries. Created design system with 45+ reusable components adopted by 5 teams. Bachelor's in Finance."
563,DESIGNER,"UI/UX Designer | 4 Years Experience | Figma | Sketch. Core competencies: Accessibility, User Journeys, Design Systems, Sketch, Figma, Design Thinking, Prototyping, Adobe XD, Wireframing. Delivered brand identity for 85 clients across 7 industries. Reduced customer support tickets by 45% through UX improvements. Conducted 30 user interviews leading to 10% improvement in task completion. Redesigned onboarding flow increasing user activation by 25%. Bachelor's in Arts."
564,DESIGNER,"Experienced Visual Designer specialising in Photoshop, Illustrator, InDesign. 1 years in the industry. Delivered brand identity for 35 clients across 25 industries. Reduced customer support tickets by 40% through UX improvements. Improved app store rating from 9.2 to 4.2 through UX redesign. Conducted 90 user interviews leading to 12% improvement in task completion. Proficient in InDesign, Photoshop, Branding, Illustrator, Color Theory, Figma, Typography, User Journeys, Usability Testing. BSc Accounting."
